,author,comment,published_at
825,@watcharawuttaichompoo9848,แต่ละเพลงเปลืองเบียร์มากนะ 😢,2025-04-08T22:57:36Z
826,@เที่ยวจังตังไม่มีจะแดกThailand,"มันก็ใช่ เมื่อก่อนไม่จริงจังขนาดนี้
แต่เมื่อมันเจอคนที่คิดว่า เขาคนนี้นี่แหละใช่แล้ว   สุดท้ายก็พัง!",2025-04-08T22:54:57Z
827,@อภิวัฒน์เขียวสีทอง,การที่ฟังเพลงที่ตรงกับชีวิตตัวเองนี่มันดีจริงๆครับ,2025-04-08T22:41:45Z
828,@Purple_Moon_IUsupczz,เรื่องเก่าๆมันทำให้เราไม่กล้าจะรักใครได้อีกเลย 😭,2025-04-08T22:39:32Z
829,@elizabethex2769,เอ็มวีอารมณ์คล้ายๆ หนังเรื่อง SuckSeed ห่วยขั้นเทพ แต่ตอนจบไม่เหมือนกัน เศร้าจัด 😢,2025-04-08T22:34:51Z
830,@tangpck2803,3-4 ปีแล้ว ไม่ลืมเลยสักวัน 🥺,2025-04-08T22:22:44Z
831,@Chaijirath,ตอนจบ ใจสลายมาก,2025-04-08T22:05:22Z
832,@yoursleepyishere2025,"ฟังเพลงนี้แล้วนึกออกอยู่ประโยคเดียว ""แด่ความรักในวัยเยาว์""",2025-04-08T22:03:06Z
833,@27HdOfficial,ทำนอวนี้กูชอบมากเหมือนทำเพื่อผม55666,2025-04-08T21:46:29Z
834,@aunworapat9412,มาแน่ๆเชียร์ครับ,2025-04-08T21:24:28Z
835,@อันธพาล2499OMG,"ชอบคอมเม้นท์ด้านล่าง 👇
""มืงก็รู้ว่ากูชอบเขาอยู่ แล้วมืงมายุ่งทำไมวะเพื่อน""",2025-04-08T21:13:47Z
836,@KasiroratMingkano,การรักใครสักคนทำไมมันเหนื่ยนาดนี้😢😢,2025-04-08T21:04:21Z
837,@kkitty-sn2vh,เป็นเพลงที่ดีมากๆ โคตรรรเพราะะ ต่อจากเพลงรักน่าจะเพลงเศร้ารัวๆๆ🫠 แต่ก็จะฟังอยู่ดี เพราะเพลงพวกพี่โคตรรรเจ๋งง👏🏻,2025-04-08T20:54:31Z
838,@kantaphonsupkeng2411,เธอไปกับคนที่เธอบอกไม่คิดไร แต่เธอทิ้งอดีดกับแผลไว้กับคนที่โดนบอกเลิก,2025-04-08T20:32:23Z
839,@thanapol-x9y,เข้าiGเลยได้ป่าว😢,2025-04-08T20:32:21Z
840,@PooGunWnp,ยังมีเพียงเธอคนเดียว..ในหัวใจ 🥺🐿️😭,2025-04-08T20:16:23Z
841,@PhilipJagielka07,ใครเคยเจอแฟนบอกเลิกแล้วไปคบกับเพื่อนที่เรารู้จักบ้าง 😢,2025-04-08T20:13:53Z
842,@สามัคคีคือพลัง,ชีวิตนี้ไม่เคยคิดชอบผู้หญิงคนเดียวกับเพื่อนเลยจริงๆ และต่อให้วันนึงมันเลิกกัน ก็ไม่คิดจะไปจีบด้วย เพราะฉะนั้นสถานการณ์ในMVนี้แม้งชวนอึดอัดไม่ไหว 555,2025-04-08T20:10:47Z
843,@bunyanutyoksap7397,อยากให้ทำเรื่องราวMVเพิ่ม ดันๆๆ,2025-04-08T20:08:19Z
844,@psopsompsop30,มันพูดเเทนพูดเเทนความรู้เราทุกอย่างเลย พึ่งรักเราไม่เหลือให้ใครเเล้ว,2025-04-08T19:53:49Z
845,@flukesniper06,เพลงดีมากๆเข้ากับสถานการณ์ในตอนนี้🤣🤣,2025-04-08T19:45:28Z
846,@thannarongniamnim2016,มาได้จังหวะเลยครับ😂,2025-04-08T19:44:03Z
847,@นันทนาคําพล,รักใครไม่ไหว ไม่ใช่เพราะเธอทำมาดีที่สุด แต่เพราะโดนเธอทำร้ายใจมากที่สุด,2025-04-08T19:40:24Z
848,@Ton-zu4su,✌,2025-04-08T19:31:24Z
849,@อารีรัตน์โชคคูณ-ฝ9ฆ,❤❤,2025-04-08T19:30:13Z
850,@RainbowsGallery-jb6yg,ฟังจบเเล้ว ลงภาคต่อได้ครับ😼,2025-04-08T19:24:48Z
851,@namemotika9752,เอาน้ำตาไปอีกไม่ไหว😢,2025-04-08T19:20:42Z
852,@thitiyaa0803,ใครสรุปเนื้อเรื่องในเอ็มวีให้ได้บ้าง งง 😢😢,2025-04-08T19:16:43Z
853,@kabill77,ทีแรกขอโทษที่ติดต่อไปแต่มาคิดดูแล้วมันคงรักใครไม่ไหวจริงๆ,2025-04-08T19:12:37Z
854,@MarkMarkkubbb,โคตรตรงใจ โคตรตรงชีวิต โคตรตรงหัวใจ โคตรตรงความรู้สึก โคตรตรงความคิว โคตรตรงความดื้อของตัวเอง โคตรตรงเลยพี่🥲🙃,2025-04-08T19:11:38Z
855,@Bao-yuu,😢😭😭😭,2025-04-08T19:10:34Z
856,@นวลสิริสุวรรณวุฒิกุล,ใครไหวไปก่อนเลย😅,2025-04-08T19:08:46Z
857,@bakrwurp,รักแกมันเจ็บมากๆเลยนะ แต่เราก็ยังเลือกรักแกเพราะในความเจ็บปวดนั้นยังสามารถยิ้มได้เพียงแค่ได้เห็นรอยยิ้มของแก  เหตุผลเเค่นี้แหละที่มันคุ้มค่ากับการเสียใจ^^,2025-04-08T19:08:01Z
858,@sumitrapimboonma9025,ยังมีแค่เธอ ยังมีเพียงเธอ คนเดียวในหัวใจ 🥹,2025-04-08T18:58:40Z
859,@babiijariya2531,🤍,2025-04-08T18:56:39Z
860,@BlueLaBlePoK,"เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอก็คงไม่รับรู้เลยใช่ไหม
ว่าทั้งใจของฉัน…",2025-04-08T18:55:43Z
861,@BossFreedom2001,ชอบมากเลยครับ🎉❤🎉,2025-04-08T18:55:24Z
862,@SoukMoukda-i4r,"เธอคงคิดว่าฉัน นั้นลืมไปแล้ว………
มันจบไปนานแล้ว😭😭😭",2025-04-08T18:54:00Z
863,@mioonpo,คล้ายสไตล์เพลง เล้าโลมเลย,2025-04-08T18:52:13Z
864,@ceosus8965,"เพราะฉันคิดว่าเพลง""รัก""ที่มอบให้เธอนั้นมันควรจะมีได้แค่เพลงเดียวเท่านั้นพอ😢",2025-04-08T18:45:05Z
865,@fernfern255,เหมือนจะมูฟออนได้แล้ว ฟังเพลงนี้จบรู้เลยว่าตัวเองมูฟออนไม่ได้เลย,2025-04-08T18:44:37Z
866,@wenderrindee2588,ฟังจบแล้ว ปล่อยเพลงต่อไปได้เลยฮะะะะ🫶🏻🤍,2025-04-08T18:42:32Z
867,@supansawangsong192,คุณภาพพพพพพพพพ,2025-04-08T18:38:40Z
868,@ThitiphongAiamwet2205,ความรักมันยุ่งยาก และทำให้คนเสียความรู้สึก,2025-04-08T18:26:43Z
869,@talcarriwitchet,เพลงเขาทำให้ร้องตามไม่ใช่ร้องไห้,2025-04-08T18:26:34Z
870,@Gyftsi,จบแบบ ทิ้งนางเอกไว้เลย😢,2025-04-08T18:24:50Z
871,@19m99_,เธอคงคิดว่าฉันนั้นลืมไปแล้ว แต่ฉันไม่เคยลืมเธอได้เลย :(,2025-04-08T18:17:42Z
872,@jakiwstudio360,คือ ชอบ ผญ คนเดียวกัน หรือ ผช หึงกัน อันนี้แบบ งง😅,2025-04-08T18:11:24Z
873,@toey0352,😊,2025-04-08T18:10:38Z
874,@tiwter2857,เตรียมทิชชู่ซับน้ำตาเลย🥲🥲,2025-04-08T18:09:56Z
875,@tharathepneppaiya7539,"เป็นเพลงที่เปลืองเหล้ามากก เพลงที่แล้วเพราะว่าเมาจนต้องโทรไปหาแฟนเก่า ""ขอโทษที่ติดต่อไป"" แต่พอมาเพลงนี้ก็ ""รักใครไม่ไหว"" เพราะมูฟออนไม่ได้อีก

ผมว่าคงไม่ได้มูฟออนกันหรอกครับ ซึมอยู่นี่แหละ มุแง้ T-T",2025-04-08T18:08:38Z
876,@Elsa2817-f4k,ขออยู่คนเดียวแบบคิดถึงเธอทุกวันดีกว่าคนที่เข้ามายิ่งตอกย้ำว่ารักเขาแค่ไหน,2025-04-08T18:06:30Z
877,@Calledmemyyu.k,😢,2025-04-08T18:03:18Z
878,@gnotxch4975,กลิ่นไอของวงกลับมาแล้ว รู้สึกเหมือนกับตอนที่เริ่มชอบวงนี้ตั้งแต่แรกๆอ่ะ 😊😊,2025-04-08T17:58:19Z
879,@palmplt5481,🖤,2025-04-08T17:57:34Z
880,@shenameyani,จบไปนานแล้วแต่ไม่มีใครแทนที่เธอได้เลยและไม่มีใครแทนเธอได้เราเลยไม่กล้าไปรักใครเลยเพราะเรามีแค่เธอในใจมาโดยตลอด🥲💔,2025-04-08T17:57:11Z
881,@siwanats,กดเข้ามาฟังตอน 314458 วิว 6ชั่วโมงหลังจากปล่อยครับ 0.48 น. 9/4/68,2025-04-08T17:48:27Z
882,@AaBb-q5s7h,ไม่ใช่ว่าเราไม่กล้าเดินต่อเเต่ถ้าฝืนเดินต่อเราก็จะเจ็บอีกเเต่ถ้ายังอยู่ตรงนี่เราก็จะจมอยู่กับอดีตต่อไปเราจะทำไงต่อดี😢😢😢,2025-04-08T17:47:10Z
883,@อุมาพรกุลฐิติกร-ฉ9บ,เพลงนี้ทำให้คิดถึงเพื่อนอยู่คนนึง😢,2025-04-08T17:47:05Z
884,@พรณรงค์สุวรรณจักร-ม3ผ,แบบนี้สิ ทรีแมนดาว,2025-04-08T17:46:08Z
885,@MegaWing13,คนอื่นลุ้นมากแต่นี้ ลุ้น mv นี้จะ นางเอกเหรือนายเอก ตัดสลับหน้าจน ไม่คิดว่าจะจบแบบนี้เลย,2025-04-08T17:46:01Z
886,@polopolo2545,ดีย์,2025-04-08T17:40:24Z
887,@nnm4112,ฟังจบแล้ว หลังสงกรานต์รอปล่อยอีกเพลงอยู่นะครับ😅 ❤️lll,2025-04-08T17:36:22Z
888,@เอกกมลอบเชย-ณ8ญ,ผมฟังคนเดียว10000วิวแล้ว 😅,2025-04-08T17:33:54Z
889,@DZTD_BAND,ความรู้สึกที่ทุกคนเคยเจอ… พยายามลืม แต่กลับพบว่าใจมันยังมีแต่เธอ 😔 แม้ว่าจะผ่านมาแล้วนาน แต่ก็ยังไม่สามารถรักใครได้เหมือนเดิม💔 พยายามเปิดใจให้คนอื่น แต่ก็เหมือนกับการโกหกตัวเอง… เพราะคนเดียวที่อยู่ในใจคือเธอ 🖤,2025-04-08T17:33:43Z
890,@กิตติพัฒน์-ฝ4ค,ตรงกับความรู้สึกตอนนี้มากกก  ผ่านมา5เดือน แต่ก็ยังรู้สึกว่าจะไปรักใครไม่ได้อีกเลย 😂😂,2025-04-08T17:32:43Z
891,@ติดหลง,บอกเล่าถึงความพยายามเริ่มต้นใหม่ แต่กลับพบว่าหัวใจยังไม่พร้อมที่จะรักใคร เพราะมันยังคงมีแค่เธอ แม้เวลาจะผ่านไปนานแล้ว แต่ความรักนั้นกลับไม่เคยหายไปเลย จนสุดท้ายก็ต้องยอมรับว่า...บางครั้งการรักใครสักคนก็ทำให้เราต้องเจ็บ แต่เราก็ยังไม่สามารถลืมมันได้เลย 💔,2025-04-08T17:32:14Z
892,@the_animal_party,การที่คนหนึ่งยังคงไม่สามารถลืมความรักเก่าได้ แม้จะพยายามเปิดใจให้กับคนอื่น แต่หัวใจก็ยังคงมีแต่เธออยู่เสมอ 💔 แม้ว่าจะรู้ว่ามันผ่านมาแล้ว แต่ความรักนั้นก็ยังคงฝังลึกในใจ ไม่สามารถเริ่มใหม่ได้จริงๆ 🕰,2025-04-08T17:31:06Z
893,@Music-en8vl,ชอบนะ,2025-04-08T17:30:56Z
894,@walailukphumyai8952,รักใครไม่ไหวจริงๆ😢,2025-04-08T17:27:31Z
895,@อนุภาพภูธาตุเพชร-พ8ญ,บอกตัวเองเสมอ ถ้ายังรู้สึกกับคนเก่าอยู่จะไม่เอาใครเข้ามาในชีวิต ตอนนี้ก็9เดือนละยังไม่มีใครเลย 🙂,2025-04-08T17:25:14Z
896,@EARTH8787,ฟังจบแล้วครับปล่อยเพลงใหม่ได้เลย,2025-04-08T17:24:36Z
897,@wh1tecloud.310,"ทั้งที่ตรงนี้ไม่มีใครแล้ว แต่ทำไมตัวฉัน . . . 
ยังมีแค่เธอ ยังมีแค่เธอคนเดียว. : (",2025-04-08T17:23:42Z
898,@PNawapoom,ใครมีวาร์ปนางเอก mv บ้างไหมเอ่ย😅,2025-04-08T17:17:39Z
899,@C_littlecat,จบไปนานแล้วแต่เรายังรักเพียงแค่เธอคนเดียวเราไม่กล้ารักใครใหม่กลัวการเริ่มต้นใหม่😢,2025-04-08T17:16:57Z
900,@thanawatwatt3277,ตอนแรกฟังแค่เพลงก็รู้สึกเฉยๆแต่พอดู MV น้ำตาซึมเลย😢,2025-04-08T17:16:32Z
901,@Porkardan,เพลงแม่งบาด,2025-04-08T17:16:31Z
902,@prayut48,ผมจะกล้าพาแฟนใหม่ไปดูคอนเสิร์ตวงนี้ไหมอ่ะ 555555,2025-04-08T17:15:52Z
903,@GG69-w4r,มึงก็รู้ว่ากูชอบเค้าอยู่ แล้วมึงมายุ่งทำไมว่ะเพื่อน??,2025-04-08T17:15:34Z
904,@ggdfthings731,ถ้าส้มฟังเพลงแล้วมาอ่านเม้นอยากบอกว่าปอน ลืมแกไม่ได้จริงๆ  แต่เธอมีคนใหม่ไปแล้ว ปอนก็ขอ ให้มีความสุขกับคนนั้น ที่ดูแลเธอดักว่าเรา นะ คนที่ไม่มีเวลาพอที่แม้จะบอกรัก  ก็ขอโทษด้วยนะ แก คงจะคิดเราลืมแล้ว แต่เราลืมแกไม่ได้จริงๆ ยังมีความคิดว่าจะเริ่มต้นใหม่แต่คงเป็นไปไม่ได้ คงได้แค่คิด ได้แต่คิดถึงและได้แค่ขออวยพร ให้รักสมหวังนะส้ม  แต่เราแค่ ทักไปยินดีแค่นั้น ทำไมต้องบล็อกผมด้วย แต่ผมรู้ตัวเอง ว่า ไม่มีสิทธิ์เข้าไปก้าวก่ายชีวิตคู่ ขอแก ขอโทษด้วย,2025-04-08T17:15:18Z
905,@TonWor,รอฟังใน BMMF15 ทีเดียวครับ,2025-04-08T17:09:39Z
906,@GodmodeIII,รักคนอื่นอะไรเพื่อนกันทั้งนััน 😂,2025-04-08T17:01:46Z
907,@bitcoin7703,2ปีแล้วที่เลิกกัน ฉันยังไม่มีเริ่มต้นใหม่กะใครเลย ฉันก็ไม่รู้เพราะอะไร คิดถึงนะ,2025-04-08T16:59:01Z
908,@Balabuild,เพลงรักมันไม่อิน TMD มันต้องเพลงเศร้าเลยจริงๆ อยากไปร้องในคอนแล้ววว 🥹,2025-04-08T16:58:33Z
909,@k9lyconic567,นางเอกใช้มือกลองวงอาหารเช้าธัญพืชไหมครับ,2025-04-08T16:57:26Z
910,@sasithornsripalakorn4872,ร้องตามยังไม่ค่อยได้ แต่ร้องไห้อ่ะ ได้เลยนะ 😢,2025-04-08T16:56:14Z
911,@kingyokkhueanok2849,🖤,2025-04-08T16:53:09Z
912,@27b79,🎉,2025-04-08T16:51:51Z
913,@thanaseknongfad70,จากข้างกัน  สู่เพลง รักใครไม่ไหว,2025-04-08T16:50:41Z
914,@sasikankeawyod6378,เหมือนมีภาคต่อเลย อยากดูค่าๆๆๆ,2025-04-08T16:49:41Z
915,@Guguskub,❤,2025-04-08T16:49:29Z
916,@J.Edition,พี่กิตชอบพี่เตแน่ๆ,2025-04-08T16:47:14Z
917,@Chawin_p,กว่าจะรู้ว่ารักใครจริงๆมันไม่ง่ายเลย แล้วจะให้ไปรักใครอื่น ทั้งที่ใจยังรักและคิดถึงมรึงอยู่ได้ยังไง,2025-04-08T16:45:30Z
918,@ThansitaYothinsinwatthana,สงกรานต์นี้เล่นน้ำพร้อมน้ำตาป่ะคะ🥲,2025-04-08T16:40:00Z
919,@pa-toei,ชอบที่มีปูไปเพลงต่อไป,2025-04-08T16:39:16Z
920,@specialzgz6510,"ทำมาให้ร้องตาม ❎
ทำมาให้ร้องไห้ ✅✅✅",2025-04-08T16:39:06Z
921,@BoomZP,เขาว่าโลกจะเหวี่ยงคนที่ไม่ใช่ออกไปจากชีวิตเรา แต่ชีวิตผม โลกเหวี่ยงคนดีๆออกไปหมด,2025-04-08T16:33:37Z
922,@saiwanppp,คิดถึงแฟนเก่า😂😢,2025-04-08T16:33:00Z
923,@sarachchandaeng1870,plot เรื่องแอบนึกถึง Suckseed เลย เพลงดีเนื้อเรื่องที่คุ้นเคย ดี,2025-04-08T16:32:28Z
924,@Kuopper,เราใช้เวลาเป็นปีๆหรืออาจจะมากกว่านั้นที่พยายามรักษาความเสียใจในสิ่งที่คุณทำมันพังลงไปภายในไม่กี่นาที,2025-04-08T16:30:49Z
925,@โนเนม-ส4ล,นึกถึง suckseed,2025-04-08T16:30:37Z
926,@jameracing4702,สุดๆ,2025-04-08T16:30:11Z
927,@Phatwut199x,ลงเพลงใน tidal หน่อยได้ไหมคะ 😢,2025-04-08T16:29:59Z
928,@chawektxai2474,"ถ้าน้องสปายเผลอกดเข้ามาฟังเเล้วเจอเมนท์เรา
ขอให้เเกมีความสุขนะ เรื่องมัน4-5ปีเเล้ว เรื่องราววันนั้นมันเหมือนตราบาป เรานัดเจอกันที่คอนthreemandow เเต่เราไม่มีโอกาสเจอหน้ากันเลย เราอยากให้เธอรับรู้ว่าถึงเราจะเลิกลากันนานเเล้ว ติดต่อกันบ้างเป็นบางที เเต่จริงๆเราเเค่อยากเห็นเเกมีความสุขเราก็โอเครเเล้ว เราเข้าใจมาตลอดว่า ทุกๆอย่างมันล้วนเปลี่ยนเเปลงไปตามกาลเวลา เเต่เธอรู้ใว้อย่างหนึ่ง ครั้งเเรกที่เราเจอกัน เธอเป็นคนที่เราตกหลุมรักคนเเรก เเล้วต่อจากนี้เราก็จะเลิกติดต่อไปรบกวนอีกเเล้วนะ 🤍🫶🏻",2025-04-08T16:27:54Z
929,@thanakitmine9139,🥺,2025-04-08T16:26:55Z
930,@tarawut-c6q,😢😢,2025-04-08T16:26:14Z
931,@godoffical2013,ดังแน่นอนครับเพลงนี้ ผมเปิดลำโพงสุด,2025-04-08T16:24:01Z
932,@sicom_sisaket.1,นางเอกน่ารัก คล้ายๆพิมมาเลย,2025-04-08T16:23:00Z
933,@บัณฑิตาพิมานรัมย์-พ7ธ,♥️,2025-04-08T16:20:40Z
934,@channel-ei5vh,"ฟังกับคนใหม่ไม่ได้เลย
 #Fc ขอเพลงสมหวังบ้าง 😅😅😅😅",2025-04-08T16:20:38Z
935,@ZERU004,"เนื้อเพลง รักใครไม่ไหว

ลองแล้ว ฉันเคยลองเริ่มใหม่
เคยลองให้ใครเข้ามา เพื่อแทนที่ของเธอ 
แต่ก็ไปไม่ได้ไกล เหมือนว่าหัวใจของฉัน ยังคงมีแค่เธอ

ทั้งที่มันก็นานแล้ว จบไปนานแล้ว
และที่ตรงนี้ ไม่มีใครแล้ว 
แต่ทำไมตัวของฉัน

*ถึงไม่กล้าไปรักคนอื่นเลย  รักใครไม่ไหว
ยังมีแค่เธอ ยังมีเพียงเธอ คนเดียวในหัวใจ
นับต่อจากนี้ ไม่รู้ว่าอีกนานแค่ไหน
กว่าที่ฉัน จะกล้าไปเริ่มใหม่

ถ้ารู้ว่าการรักใครสักคน 
มันต้องทุกข์ทนอย่างนี้ 
ฉันก็คงไม่รักใคร แต่วันนี้มันก็คงจะสายไป
เพราะว่าทั้งหัวใจของฉัน มันยังมีแค่เธอ

ทั้งที่มันก็นานแล้ว จบไปนานแล้ว
และที่ตรงนี้ ไม่มีใครแล้ว 
แต่ทำไมตัวของฉัน

*ถึงไม่กล้าไปรักคนอื่นเลย  รักใครไม่ไหว
ยังมีแค่เธอ ยังมีเพียงเธอ คนเดียวในหัวใจ
นับต่อจากนี้ ไม่รู้ว่าอีกนานแค่ไหน
กว่าที่ฉัน จะกล้าไปเริ่มใหม่

เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอคงไม่รับรู้เลยใช่ไหม
ว่าฉันนั้นยังคงเก็บมันเอาไว้ ทุกทุกอย่าง

เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอก็คงไม่รับรู้เลยใช่ไหม ว่าทัังใจของฉัน

ถึงไม่กล้าไปรักคนอื่นเลย  รักใครไม่ไหว
ยังมีแค่เธอ ยังมีเพียงเธอ คนเดียวในหัวใจ
นับต่อจากนี้ ไม่รู้ว่าอีกนานแค่ไหน
กว่าที่ฉัน จะกล้าไปเริ่มใหม่

เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอคงไม่รับรู้เลยใช่ไหม
ว่าฉันนั้นยังคงเก็บมันเอาไว้ ทุกทุกอย่าง

เธอคงคิดว่าฉันนั้นลืมไปแล้ว
และเธอก็คงไม่รับรู้เลยใช่ไหม ว่าทัังใจของฉัน
 “ไม่กล้าไปเริ่มใหม่”

ผมอยากร้องไปด้วยแต่ยังไม่มีใครพิมพ์เนื้อเพลงไว้เลยผมเลยทำเองซะเลย55555",2025-04-08T16:18:24Z
936,@FourrealNum2,โคตรเจ็บเลย เวลามองเพื่อนกับคนที่ชอบอยุ่ด้วยกันตลอดเวลา ทำไมเราต้องเป็นแบบกิตด้วยนะ,2025-04-08T16:18:08Z
937,@MoostoryS,เศร้าต้อนรับสงกรานต์ไปเลย 😢,2025-04-08T16:15:40Z
938,@Realtickwithrealcage,เปิดหัวด้วย เพลงรัก หลังจากนี้เพลงเศร้าสินะ,2025-04-08T16:14:05Z
939,@nurhapisasamoh4688,ฟังจบร้องตามได้เลยอ่ะ ร้องเพลง❎ ร้องไห้✅😭😭😭 แผลใจยังสดอยู่เลยย💔,2025-04-08T16:11:02Z
940,@paepitiwat6050,สบาย ไหวไม่เท่าทองลงหรอก😢,2025-04-08T16:10:35Z
941,@sakurakung8000,จบแบบนี้เพลงใหม่อีกไม่นานแน่เลย5555,2025-04-08T16:06:18Z
942,@อนุศักดิ์ชัยพัก,สิ่งที่ทำไม่ได้..จริง,2025-04-08T16:04:43Z
943,@slowlifeth5506,สุดจริง,2025-04-08T16:04:19Z
944,@jirayusuwan2053,เพราะตั้งแต่ครั้งแรกที่ฟังคับ,2025-04-08T16:04:13Z
945,@peeratadprasomsakpoomfa254,อยากเป็นท๊อปเม้นต์คั้บบ,2025-04-08T16:04:08Z
946,@Hbybbb,กลับไปก็ไม่ได้ ไปต่อก็ไม่ไหว😭🖤,2025-04-08T16:02:17Z
947,@mojiemojie,มาถูกจังหวะมากค่ะ555555,2025-04-08T16:00:54Z
948,@nutwadee97,ทั้งที่มันก็นานแล้ว 😂,2025-04-08T16:00:00Z
949,@BoyBoy-ju7rm,เดานะ มี MV ภาคต่อ,2025-04-08T15:59:16Z
950,@Biiw_Achiraya,ไม่เคยทำให้ Move onได้เลย😢,2025-04-08T15:55:08Z
951,@mayuravongsita2521,ศิลปินร้องเพลง แฟนคลับร้องไห้ 😢,2025-04-08T15:53:55Z
952,@narasakthammarat8386,จบไปนานแล้ว แต่ไม่กล้ารักใครอีกมีจริง ๆ นะ ก็ตอนเลิกกันมันเจ็บขนาดนั้น เจ็บจนทนไม่ไหวเลย,2025-04-08T15:53:49Z
953,@thanachaipitisarn7800,ลองตั้งใจรักใครสักคนใหม่ เพื่อมาพบว่าคำตอบยังเป็นเธอที่อยู่ในใจเหมือนเดิม,2025-04-08T15:52:27Z
954,@zxxxz-lb1gl,เพลงดีจัด,2025-04-08T15:51:57Z
955,@วิชาญบุลยเลิศ,ผมมีน้องคนนึง เราอยู่ด้วยกันมา2ปีแล้ว ความสัมพันธ์ของผมกับน้องเริ่มพัฒนาขึ้นจนสามารถบอกได้ว่าเรา2คนรักกันมาก แต่ไม่กล้าบอกใครเพราะเป็นผู้ชายทั้งคู่ แต่ทีนี่น้องชวนผมไปเที่ยวบ้าน....น้องก็เปลี่ยนไป ...จากนั้นไม่นานเพื่อนน้องก็มาพอทีนี้มีเพื่อนผู้หญิงคนนึงมานอนข้างน้องผมพยายามบอกให้ขยับแล้วแต่น้องก็ไม่ขยับไปไหนแถมห่มผ้าเดียวกันด้วย ทำเอาตอนนั้นผมนอนไม่หลับเลย สรุปคือ 2ปีที่ผ่านมา😢แพ้คนเจอกันแค่วันเดียวหรอ😢 ไม่รู้ว่าจะรักใครไว้ใจใครได้อีก😢,2025-04-08T15:51:51Z
956,@Narathon9,❤,2025-04-08T15:50:48Z
957,@prangjup5707,"ไม่กล้าไปรักคนอื่นเลย รักใครไม่ไหว!
จริงทุกคำ🥲",2025-04-08T15:49:16Z
958,@Kanin0212,😭,2025-04-08T15:48:30Z
959,@นราชัยเหมือนสีเลา-ร1ค,เพลงต่อไปเลยครับพี่,2025-04-08T15:47:08Z
960,@sittichokroddum4881,ไม่อยากรักใครแล้วจริงๆแล้วหวะ,2025-04-08T15:46:07Z
961,@นันทนาคําพล,"ปล่อยเพลงให้ร้องตาม ❌
ปล่อยเพลงให้ร้องไห้ ✅",2025-04-08T15:45:28Z
962,@singhjantan,ฟังครั้งแรกก็ซึ่งแบบเจ็บๆจุกๆ ทำให้กลัวไปเลยในทุกๆด้านของความรัก,2025-04-08T15:42:38Z
963,@thanadolinfoo1352,😪,2025-04-08T15:42:22Z
964,@sweetlovexcinematography9881,จะมูฟออนจากแฟนเก่าได้ปีไหน,2025-04-08T15:39:28Z
965,@คัทลียาปุณชาติ,ฟังจบแล้ว ร้องตามได้แล้ว ลงเพลงใหม่ได้เลยพี่ 💞😁,2025-04-08T15:38:20Z
966,@pondpy602,ขอบคุณเพลงดีๆครับรอนานมาก คิดถึงกลิ่นเพลงแบบนี้มากกก มาสักที ชอบมากค้าบบบบบบบบบบบบบบบบบ,2025-04-08T15:36:19Z
967,@Satan-mh5ls,อะไม่ต้องลงไม่ต้องลืมมันแล้ว 3ปีแล้ว,2025-04-08T15:36:05Z
968,@ArmCNX555,ฟังเพลงเศร้ายังไงไม่ให้เจ็บ คืออย่าฟังใกล้งูจงอาง🐍,2025-04-08T15:35:14Z
969,@supersulathai,อยู่วงเดียวกันแท้ๆทำไมต่อยกันเองครับ,2025-04-08T15:34:42Z
970,@StepGeekTVOnline,ถ้าแกไม่เคยรักใครมากขนาดนี้ แกจะเข้าใจเราได้ยังไงวะ,2025-04-08T15:32:58Z
971,@tarcheetar5105,เพลงและMV ทำให้พี่โอม😂,2025-04-08T15:28:24Z
972,@JWATNET,"""แค่เพื่อน"" คำนี้ไม่มีจริง",2025-04-08T15:27:59Z
973,@skcsakchai5865,"พี่เตเสรยงห์เป็นอะไรห์หรอครับห์
จริงจังห์เชี้ยวห์😂",2025-04-08T15:27:56Z
974,@theyam4451,ผมก็ลองแล้วผ่านมาสองปี ยังไม่ไหว😂😂😢,2025-04-08T15:25:16Z
975,@artsara3520,สงสัยกูจะแก่555เพลงแนวไรวะเนี่ย,2025-04-08T15:24:53Z
976,@ENERGYbest7924,มาก่อน 100 ล้านวิว 💖💖,2025-04-08T15:24:33Z
977,@ยุรนันท์จันดา-ฑ3ณ,นั่งดูMv.8รอบสุดท้ายแล้วคนที่ขับชนนางเอกคือ........,2025-04-08T15:23:11Z
978,@aom219,เข้าใจเพลงแต่ไม่ค่อยเข้าใจเนื้อเรื่องแต่พอถึงช่วงที่กิตกินยา เหมือนเอาเรื่องป่วยจริงมาเล่นด้วย โอ้โห้น้ำตาแตก 😭😭😭,2025-04-08T15:23:10Z
979,@bbzqxgp2530,ในทุกๆความสัมพันธ์มันจะมีคนนึงที่รักมากกว่า และคนคนนั้นมักจะเป็นเราเสมอ,2025-04-08T15:21:34Z
980,@เกียรติภูมิจุลยโชค-ฝ6ล,😶,2025-04-08T15:20:53Z
981,@Kkchidapa,พี่กิตพี่เต อย่าทะเลาะกันค้าบบบบ,2025-04-08T15:18:08Z
982,@microwavex2899,ฟังแล้วขนลุก (เพราะมาก mv ดีมาก),2025-04-08T15:18:06Z
