,author,comment,published_at
1484,@ปณิทานคุณเครือจันทึก,ที่เขาว่ากันว่า ทุกสิ่งที่เสียไป มักแทนที่ด้วยสิ่งที่ดีกว่า แล้วถ้ามันมีคนที่ดีกว่าเธอแล้วละ งั้นฉันคงต้องขออยู่คนเดียว ถึงมันจะแอบคิดถึงอยู่บ่อยๆ และแอบฝันมาเธอกลับมารักกัน..,2025-04-08T11:17:53Z
1485,@ตัวร้ายโรงทาน,Mv ดีอีกแล้ววว,2025-04-08T11:17:32Z
1486,@Linlinnn0307,รักใครไม่ไหวเลย,2025-04-08T11:17:32Z
1487,@sadedworddd,เรากลัวการเริ่มต้นใหม่ก็เพราะแกเลยนะ,2025-04-08T11:17:31Z
1488,@wiwiwanida_kt9789,🤟🤟🤟🤟,2025-04-08T11:17:27Z
1489,@Thanawant-y3w,รักใครไม่ไหว เพราะรักเเต่เเฟนเก่า,2025-04-08T11:16:57Z
1490,@Catcatt24,ทำไมเราถึงไม่กล้าไปรักคนอื่นเลย ทั้งที่เธอรักคนอื่นไปแล้ว,2025-04-08T11:16:47Z
1491,@SKYFOR_22,เพราะทุกเพลง 💕,2025-04-08T11:16:44Z
1492,@kannutthanun9289,ยังไม่กล้าไปรักคนอื่นเลย รักใครไม่ไหว❤️‍🩹,2025-04-08T11:16:37Z
1493,@FahsaiThongnil,ร้องตามได้แล้ว ร้องไห้ต่อ,2025-04-08T11:16:19Z
1494,@Sol4sss,"เพลงดี เอ็มวีถึง มีความเป็น
ญี่ปุ่นนิดๆ  และเหมือนมีภาคต่อ",2025-04-08T11:16:06Z
1495,@AelltyLove,❤️,2025-04-08T11:15:49Z
1496,@ammiegd,เธอคงคิดว่าฉันนั้นลืมไปแล้ว..,2025-04-08T11:15:47Z
1497,@nutisrael9268,ฟังจบแล้วปล่อยเพลงไหม่ได้เลยครับ,2025-04-08T11:15:42Z
1498,@shinka_xz,❤‍🩹,2025-04-08T11:15:33Z
1499,@สิทธิโชคจันทร์ประไพ,❤❤,2025-04-08T11:15:32Z
1500,@wijaksrimueangthon7761,นี่มันไอเป็ด ไอคุ้ง เอิร์น Suckseedชัดๆ!!,2025-04-08T11:15:31Z
1501,@farm2680,โหหห เจ็บจี๊ดดด,2025-04-08T11:15:07Z
1502,@-close,ขอให้วงเล่นเอ็มวีอีก 20 เพลงเป็นอย่างต่ำค่ะ,2025-04-08T11:15:03Z
1503,@PoohPailin,เพราะมากกกกกกกฮือออออหนู จะไปคอนใหญ่ที่ครั้งที่สองให้ได้ปีแรกหนูกดไม่ทันเสียดายมาก 😢 พึ่งเรียนจบปี4หนูจะตั้งใจเก็บเงินไปหาพวกพี่ค่ะชาวเมือง Three Man Down. สู้ 🌃,2025-04-08T11:14:57Z
1504,@ธนภัทรชัชวารี,เเค่ชื่อเพลงก็เพราะแล้วครับ,2025-04-08T11:14:43Z
1505,@ghostcat9853,เพลงนี้เกิน40Mแน่่เพลงดีมากครับ,2025-04-08T11:14:43Z
1506,@สัญชัยเวชประสิทธิ์-ว2ฏ,เค้าจะรู้ไหมว่าเราคิดถึง #aomsub,2025-04-08T11:14:38Z
1507,@kokomo1475,❤❤❤,2025-04-08T11:14:32Z
1508,@prob5320,2570 ใครยังฟังอยู่บ้าง😢,2025-04-08T11:14:19Z
1509,@koomja2620,วันนี้ฟังจบแล้วค่า พรุ่งนี้ปล่อยใหม่ได้,2025-04-08T11:14:14Z
1510,@palmkanjana,โห MV เหมือนเอาชีวิตจริงใส่ไปด้วย เพราะพี่กิตป่วยที่ตามองเริ่มไม่เห็นอะ,2025-04-08T11:14:08Z
1511,@deepduck69,Three Man Down ไม่เคยทำให้ผิดหวังจริงๆ,2025-04-08T11:13:59Z
1512,@sunnykub137,ฟังจบแล้วครับปล่อยบััมประกาศคอนใหญ่ได้เลย,2025-04-08T11:13:49Z
1513,@anuchaab66,วงบ้าอะไรวะออกเพลงอกหักก็โครตเจ็บโครตเพราะทุกเพลง พอจะออกเพลงรักทีกีก็โครตหวาน,2025-04-08T11:13:42Z
1514,@Walkwithme1904,2024 ยังฟังอยู่ เผื่อเอาไว้ในอนาคตเธอจะย้อนมาดู,2025-04-08T11:13:25Z
1515,@jamekung5451,รักที่สุดดด,2025-04-08T11:13:07Z
1516,@jutatipsupim642,❤❤,2025-04-08T11:12:58Z
1517,@Danika0708,ทั้งที่จบไปแล้ว เราก็เริ่มใหม่ไม่ได้จริงๆ ไม่กล้ารักใครแล้ว 😭,2025-04-08T11:12:57Z
1518,@TheDESTINYee,ฟังจบแล้ว ร้องไห้แล้ว  ปล่อยเพลงต่อไปได้เลยค่ะ 😢 เพลงดีจัดดด,2025-04-08T11:12:51Z
1519,@GeneLab,"ถึงไม่กล้าไปรักคนอื่นเลย รักใครไม่ไหว
ยังมีแค่เธอ ยังมีเพียงเธอ คนเดียวในหัวใจ",2025-04-08T11:12:49Z
1520,@SpmCos,เคยลองเปิดใจให้กับคนใหม่ๆแล้วนะ แต่ทุกครั้งเวลามองไปเห็นแต่หน้าเธอ ทำไมมันถึงลืมเธอไม่ได้กันนะ,2025-04-08T11:12:32Z
1521,@phuthanawat8784,เพลงดีจัดๆๆ เพราะมากกๆ 🫶🏻✨,2025-04-08T11:12:15Z
1522,@ufo4465,"ถ้า Three man down ต่อยกัน
เราจะร้องข้างกันให้ใครฟัง 😂",2025-04-08T11:12:12Z
1523,@XDEE_,เพลงโครตดีเลยค้าบบบแค่เริ่มมาก็ดีล่ะ,2025-04-08T11:12:07Z
1524,@threemandownbandofficial,ปล่อยเพลงใหม่แล้วฟังจบได้,2025-04-08T11:11:26Z
1525,@babytwinkle6673,เหมือนจะเข้าใจอะไรผิด นักร้องเขาชอบมือกลอง,2025-04-08T11:11:22Z
1526,@shiiiiii-77,เพราะฉันรักใครไม่เป็น นอกจาก''เธอ'',2025-04-08T11:11:20Z
1527,@tamsumduck,ไม่อยากมีช่วงเวลาที่ต้องใช้เพลงนี้เลย 😅,2025-04-08T11:11:11Z
1528,@banthitamaneelert1915,ปล่อยเพลงตอนอกหักพอดีเลย 😢,2025-04-08T11:11:07Z
1529,@bandid034,โดนมาก,2025-04-08T11:10:57Z
1530,@findarhosyana8616,Huaaa bagussss bangettttt!!!!! Ga sabar mau denger live!!!,2025-04-08T11:10:48Z
1531,@babymojixcutie,โคตรดอสระอี,2025-04-08T11:10:41Z
1532,@needneed9853,ลงเพลงใหม่ได้เลยครับผม ฟังจบแล้ว,2025-04-08T11:10:33Z
1533,@narongrudnayong7680,"ชีวิตเราต้องก้าวไปข้างหน้า เธอคือบทเรียนของชีวิต ที่เราต้องก้าวไปข้างหน้า ""ขอบคุณนะถ้าเธอแวะมาอ่าน""",2025-04-08T11:10:24Z
1534,@suwittayaogkaewklanog9872,มันส์อีกแล้ววว,2025-04-08T11:10:06Z
1535,@gneun_mi,😢,2025-04-08T11:09:53Z
1536,@ittipanhrahkarw3443,รักใครไม่ไหวแล้วจริงๆ 😢,2025-04-08T11:09:47Z
1537,@NutthawutButchan,รอคอนใหญ่😮,2025-04-08T11:09:45Z
1538,@Guyxstreet,เพลงนี้พันล้าน❤,2025-04-08T11:09:30Z
1539,@4.ธิติวุฒิบุตรดี,เพลงดีมาก ปังแน่นอน,2025-04-08T11:09:08Z
1540,@Poshub,ขอวาปนางเอก mv หน่อยงับ🤗,2025-04-08T11:09:01Z
1541,@Aewpea,ร็อคเบาๆ เพราะมากก❤❤❤,2025-04-08T11:08:59Z
1542,@Cameronbear,กลิ้นอายดนตรีที่คิดถึงมาก,2025-04-08T11:08:58Z
1543,@grace-wi7jn,สวดยอดดดดเลยลูกพรี่👍🏻,2025-04-08T11:08:49Z
1544,@TT1N301s2,เพลงดีจัด,2025-04-08T11:08:47Z
1545,@ppssk1808,ปล่อยเพลงใหม่ได้เลยครับ,2025-04-08T11:08:30Z
1546,@natchanon6667,❤,2025-04-08T11:08:29Z
1547,@aangmuay,❤❤❤,2025-04-08T11:08:20Z
1548,@Peung_1A,มาเร็ววววว มาฟังเพลงเพราะๆ 🫶🏼😂,2025-04-08T11:08:16Z
1549,@Gunasdkcm,ชอบMVแบบนี้มากๆแสดงออกมาได้ดีมากเหมือนต่อยกันจริงๆทำอีกเยอะๆนะคับ,2025-04-08T11:08:13Z
1550,@ภารดาย่อมกระโทก,เค้าหนีไปมีคนใหม่ ส่วนเรามูฟออนจากเค้าไม่ได้ มันเจ็บมากนะเว้ยยย,2025-04-08T11:08:12Z
1551,@NAMFUNAM,ความสัมพันธ์ที่เคยเป็นโลกทั้งใบ ตอนนี้ไม่มีค่าอะไรเลยย 😢,2025-04-08T11:08:07Z
1552,@Waythebear,"เตถามกิต หมายถึง 
ดนตรี❎
ความรัก✅",2025-04-08T11:08:06Z
1553,@prixm47,ร้องไห้ฉ่าม😢,2025-04-08T11:08:00Z
1554,@PATTYCLASH,♥️,2025-04-08T11:07:59Z
1555,@BaconChannel4321,ชอบว่ะ,2025-04-08T11:07:55Z
1556,@Tanyaponaomnphiboonlap,มีคนเก่าคนโปรดเสมอ,2025-04-08T11:07:52Z
1557,@007อ่าาาาาาาา,จุกดีครับ ชอบมาก 😢,2025-04-08T11:07:51Z
1558,@พงศกรอะทะยศ-ญ3ฟ,ทัน6นาที,2025-04-08T11:07:41Z
1559,@JoJoe-z6t,เพลงเพราะมากเลยครับ ฟังแล้ววนอยู่ในหัว❤,2025-04-08T11:07:39Z
1560,@callmeplxy,เห็นพี่เตในเอ็มวีนี้รู้สึกอยากค่อยพี่จังคับ หยอกหยอก,2025-04-08T11:07:32Z
1561,@namidaputsongki7110,คิดถึงพี่โอมเลยน้อ,2025-04-08T11:07:25Z
1562,@callmeberlinnnn3629,Mvจากอาการป่วยนักร้องนำมัน🥹,2025-04-08T11:07:17Z
1563,@veneiei,สุดยอดไปเลย🎉❤,2025-04-08T11:07:15Z
1564,@jirayu5855,ฟังจบแล้วอยากกลับไปหาคนเก่าเลยครับ,2025-04-08T11:07:14Z
1565,@RinNum-l1e,เพราะดี,2025-04-08T11:07:12Z
1566,@sunmachannel8116,"ถ้ารู้ว่าการรักใครสักคน มันต้องทุกข์ทนอย่างนี้
ฉันก็คงไม่รักใคร แต่วันนี้มันก็คงจะสายไป
เพราะว่าทั้งหัวใจของฉัน มันยังมีแค่เธอ 😢 จุก",2025-04-08T11:07:09Z
1567,@migami_m,"""แต่ทำไมตัวของฉัน ถึงไม่กล้าไปรักคนอื่นเลย รักใครไม่ไหว ยังมีแค่เธอ ยังมีเพียงเธอคนเดียวในใจ"" ท่อนนี้จริงมากครับ เรื่องเราก็จบมานานแล้ว เธอเริ่มใหม่กับคนอื่นส่วนฉันไม่กล้าที่จะเริ่มใหม่กับใครเพราะยังคิดถึงแต่เธอ 😢😭",2025-04-08T11:06:53Z
